unique_ID,Tournament,Gender,Player1,Player2,Round,Result,FNL1,FNL2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2
321,FRE,M,NickKyrgios,MarinCilic,2,0,0,3,64,33,36,10,3,4,14,23,0,3,2,6,57,51,32,49,23,8,3,32,15,5,7,5,5,92
322,FRE,M,DanielGimeno-Traver,ViktorTroicki,2,0,2,3,78,84,22,15,1,3,49,60,7,10,14,23,162,56,61,44,35,14,2,57,56,10,23,20,37,180
323,FRE,M,RobertoBautistaAgut,JeremyChardy,2,0,0,3,79,42,21,8,1,0,17,11,0,0,14,20,80,64,50,36,17,11,4,59,41,4,8,21,28,101
324,FRE,M,Jo-WilfriedTsonga,JarkkoNieminen,2,1,3,0,65,44,35,19,8,1,35,36,4,7,18,22,106,61,41,39,25,1,2,24,35,1,1,21,29,83
325,FRE,M,AlbertMontanes,DavidFerrer,2,0,0,3,67,28,33,9,3,1,28,36,2,3,10,17,63,60,31,40,15,3,2,29,21,8,15,8,13,96
326,FRE,M,FelicianoLopez,JoaoSousa,2,1,3,1,64,56,36,23,17,0,42,36,3,12,17,22,126,66,58,34,24,10,3,31,41,1,3,11,18,112
327,FRE,M,EvgenyDonskoy,KevinAnderson,2,0,1,3,67,62,33,21,3,2,44,36,0,5,9,13,120,68,69,32,26,14,3,58,37,5,11,14,19,148
328,FRE,M,MilosRaonic,MichaelLlodra,2,1,3,1,63,62,37,25,24,5,75,42,4,12,33,46,144,61,59,39,32,14,4,44,26,2,7,28,56,127
329,FRE,M,EdouardRoger-Vasselin,NicolasAlmagro,2,0,0,3,57,30,43,16,4,1,23,34,1,11,11,17,81,46,36,54,30,9,6,41,45,5,12,11,14,95
330,FRE,M,AndreasSeppi,BlazKavcic,2,1,3,2,57,67,43,41,14,2,63,40,6,18,24,39,176,63,64,37,37,7,5,46,40,3,9,19,32,157
331,FRE,M,IgorSijsling,TommyRobredo,2,0,2,3,52,51,48,30,9,4,64,53,3,6,37,50,132,62,67,38,28,12,4,52,29,8,14,8,16,157
332,FRE,M,GaelMonfils,ErnestsGulbis,2,1,3,1,64,65,36,32,8,4,29,33,7,11,10,19,139,60,55,40,22,3,6,52,69,4,12,26,38,132
333,FRE,M,MichalPrzysiezny,RichardGasquet,2,0,0,3,64,27,36,8,3,0,14,34,2,3,6,13,53,59,32,41,14,9,3,39,15,8,13,6,9,92
334,FRE,M,DenisIstomin,NikolayDavydenko,2,0,0,3,68,41,32,19,3,0,19,41,1,1,13,22,80,65,41,35,18,2,1,22,28,5,14,15,21,102
335,FRE,M,RobinHaase,JerzyJanowicz,2,0,1,3,68,51,32,21,1,0,23,28,3,10,17,34,115,60,48,40,28,5,7,59,47,6,14,25,44,124
336,FRE,M,StanislasWawrinka,HoracioZeballos,2,1,3,0,66,52,34,18,19,6,50,33,3,6,13,25,111,62,46,38,16,4,3,25,26,0,8,17,24,90
337,FRE,M,GregaZemlja,KeiNishikori,2,0,1,3,48,39,52,24,5,5,24,47,6,10,8,13,110,63,45,37,19,4,5,43,56,11,23,16,19,135
338,FRE,M,BenoitPaire,LukaszKubot,2,1,3,0,57,34,43,20,9,3,54,35,7,16,15,22,102,75,46,25,8,1,2,23,26,4,6,9,24,82
339,FRE,M,LukasRosol,FabioFognini,2,0,1,3,57,51,43,21,8,3,37,51,2,6,17,33,105,74,60,26,17,7,4,34,36,4,11,5,11,131
340,FRE,M,RafaelNadal,MartinKlizan,2,1,3,1,74,55,26,10,5,2,27,29,7,10,14,20,113,56,30,44,25,6,5,32,57,4,7,15,28,90
341,FRE,M,FernandoVerdasco,JankoTipsarevic,2,0,2,3,58,77,42,40,10,9,74,89,4,14,29,39,187,64,82,36,38,9,1,49,52,5,20,21,32,194
342,FRE,M,MikhailYouzhny,FedericoDelbonis,2,1,3,1,69,70,31,24,5,4,44,45,6,15,19,32,152,57,55,43,30,2,5,48,48,3,11,17,32,136
343,FRE,M,RyanHarrison,JohnIsner,2,0,2,3,64,88,36,32,9,9,52,37,1,7,13,26,160,65,81,35,37,15,2,61,52,5,18,39,56,183
344,FRE,M,TommyHaas,JackSock,2,1,3,0,74,62,26,15,11,3,34,30,4,16,10,15,116,54,39,46,22,4,6,25,34,1,7,18,26,96
345,FRE,M,DmitryTursunov,VictorHanescu,2,0,0,2,59,31,41,9,6,4,25,15,2,2,6,9,62,67,33,33,9,6,0,24,10,3,5,5,6,66
346,FRE,M,LucasPouille,GrigorDimitrov,2,0,0,3,60,31,40,14,1,3,15,39,1,6,13,23,71,49,37,51,29,5,3,37,33,5,10,17,19,103
347,FRE,M,NovakDjokovic,GuidoPella,2,1,3,0,72,38,28,10,1,2,29,26,7,16,17,23,93,57,26,43,12,1,4,10,34,0,1,3,7,58
348,FRE,M,JulienBenneteau,RogerFederer,3,0,0,3,82,41,18,8,2,1,15,31,1,3,9,15,64,65,42,35,22,7,0,38,21,4,4,8,11,98
349,FRE,M,GillesSimon,SamQuerrey,3,1,3,2,60,52,40,32,3,2,36,29,6,10,11,22,133,58,60,42,21,9,7,61,50,7,14,21,33,134
350,FRE,M,ViktorTroicki,MarinCilic,3,1,3,0,65,61,35,20,7,4,32,36,4,10,13,21,128,59,43,41,27,6,4,34,56,2,9,20,29,115
351,FRE,M,Jo-WilfriedTsonga,JeremyChardy,3,1,3,0,67,40,33,17,6,0,25,24,5,10,13,15,86,65,35,35,10,3,3,17,34,0,2,15,21,60
352,FRE,M,FelicianoLopez,DavidFerrer,3,0,0,3,63,37,37,14,5,3,21,41,3,5,18,28,80,66,41,34,17,1,4,35,30,7,19,14,20,111
353,FRE,M,MilosRaonic,KevinAnderson,3,0,0,3,57,49,43,29,16,1,50,38,1,4,13,27,102,69,54,31,19,8,2,31,15,3,12,10,12,126
354,FRE,M,AndreasSeppi,NicolasAlmagro,3,0,0,3,51,34,49,18,6,2,32,37,1,5,5,8,74,69,50,31,12,19,2,43,20,5,13,12,14,107
355,FRE,M,GaelMonfils,TommyRobredo,3,0,2,3,68,73,32,27,2,1,61,68,4,12,28,36,154,70,74,30,30,4,2,50,52,6,17,28,40,170
356,FRE,M,NikolayDavydenko,RichardGasquet,3,0,0,3,76,46,24,9,3,0,36,38,2,3,11,18,83,68,40,32,19,5,3,27,18,5,10,17,31,101
357,FRE,M,StanislasWawrinka,JerzyJanowicz,3,1,3,1,58,54,42,31,9,2,48,29,5,14,24,32,136,61,58,39,23,6,10,37,46,1,5,19,31,116
358,FRE,M,BenoitPaire,KeiNishikori,3,0,1,3,43,40,57,36,6,9,36,64,4,9,10,20,119,63,53,37,23,1,5,27,34,8,19,14,27,137
359,FRE,M,RafaelNadal,FabioFognini,3,1,3,0,78,52,22,14,5,1,24,40,5,18,15,20,122,67,47,33,26,3,2,47,59,3,11,17,31,111
360,FRE,M,MikhailYouzhny,JankoTipsarevic,3,1,3,0,64,40,36,21,3,3,42,29,4,8,16,24,96,49,28,51,25,5,5,22,22,0,3,10,20,77
361,FRE,M,TommyHaas,JohnIsner,3,0,2,3,63,99,37,52,15,9,85,43,3,23,14,23,224,78,132,22,24,27,0,92,58,2,13,52,80,213
362,FRE,M,VictorHanescu,PhilippKohlschreiber,3,0,0,3,73,31,27,8,1,5,21,24,1,14,9,22,71,59,43,41,20,6,1,40,23,6,9,19,32,105
363,FRE,M,NovakDjokovic,GrigorDimitrov,3,1,3,0,68,39,32,13,2,0,13,22,7,16,6,13,94,69,33,31,9,0,2,18,48,1,5,8,12,61
364,FRE,M,GillesSimon,RogerFederer,4,0,2,3,61,65,39,28,5,3,32,47,3,6,15,28,131,64,56,36,23,9,2,60,56,6,14,25,35,147
365,FRE,M,Jo-WilfriedTsonga,ViktorTroicki,4,1,3,0,77,45,23,15,1,2,33,24,4,12,18,25,98,62,34,38,15,5,1,20,27,0,3,19,28,70
366,FRE,M,KevinAnderson,DavidFerrer,4,0,0,3,71,34,29,7,5,2,25,41,0,2,6,12,60,52,28,48,24,1,3,28,11,6,17,9,12,97
367,FRE,M,TommyRobredo,NicolasAlmagro,4,1,3,2,63,73,37,31,8,2,42,39,7,20,23,27,169,63,71,37,31,7,1,69,67,6,13,19,30,165
368,FRE,M,StanislasWawrinka,RichardGasquet,4,1,3,2,63,81,37,41,13,6,92,55,4,20,31,45,191,60,87,40,38,10,2,57,46,2,11,37,53,178
369,FRE,M,RafaelNadal,KeiNishikori,4,1,3,0,69,39,31,16,1,0,20,25,5,8,6,8,91,65,27,35,15,0,1,14,39,0,4,8,16,65
370,FRE,M,TommyHaas,MikhailYouzhny,4,1,3,0,61,31,39,14,2,3,25,18,8,15,12,15,82,63,16,37,12,0,3,17,32,2,6,13,21,54
371,FRE,M,NovakDjokovic,PhilippKohlschreiber,4,1,3,1,74,71,26,23,2,2,38,42,4,8,13,31,134,55,48,45,28,4,3,48,48,2,13,17,24,123
372,FRE,M,Jo-WilfriedTsonga,RogerFederer,5,1,3,0,75,46,25,10,2,0,26,22,6,14,15,23,103,67,39,33,14,0,3,25,34,2,3,15,30,73
373,FRE,M,TommyRobredo,DavidFerrer,5,0,0,3,59,22,41,9,2,2,9,28,0,1,4,7,46,47,25,53,22,1,3,26,18,7,12,13,15,84
374,FRE,M,RafaelNadal,StanislasWawrinka,5,1,3,0,75,40,25,11,5,0,31,17,7,12,13,16,96,60,30,40,12,3,4,23,40,1,5,16,30,64
375,FRE,M,NovakDjokovic,TommyHaas,5,1,3,0,64,41,36,22,11,0,46,25,5,12,22,27,116,60,48,40,21,4,5,19,34,2,2,2,17,84
376,FRE,M,DavidFerrer,Jo-WilfriedTsonga,6,1,3,0,60,35,40,23,3,1,24,21,6,17,17,22,107,58,37,42,17,6,3,31,56,2,5,7,16,84
377,FRE,M,NovakDjokovic,RafaelNadal,6,0,2,3,67,76,33,30,5,2,54,75,5,9,32,50,158,64,73,36,35,6,3,61,44,8,16,15,26,177
378,FRE,M,RafaelNadal,DavidFerrer,7,1,3,0,70,43,30,11,5,2,35,25,8,16,13,17,100,62,31,38,8,1,5,22,35,3,12,10,14,72
379,FRE,F,Su-WeiHsieh,MariaSharapova,1,0,0,2,62,18,38,5,0,3,8,8,0,0,1,3,31,68,25,32,8,4,0,25,19,4,6,3,5,57
380,FRE,F,EugenieBouchard,TsvetanaPironkova,1,1,2,0,57,23,43,17,3,1,37,21,4,10,16,20,71,66,28,34,6,1,2,13,21,1,3,4,8,48
381,FRE,F,JieZheng,VesnaDolonc,1,1,2,0,76,30,24,5,1,0,25,13,4,12,4,5,70,76,35,24,6,0,3,20,25,0,4,14,20,56
382,FRE,F,TamiraPaszek,MelanieOudin,1,0,0,2,59,16,41,8,2,6,21,38,6,15,2,4,66,63,27,37,9,0,3,24,29,8,13,5,8,78
383,FRE,F,KarinKnapp,SloaneStephens,1,0,0,2,57,18,43,13,,3,15,27,2,2,3,5,50,65,22,35,10,,2,9,16,5,7,1,4,61
384,FRE,F,VaniaKing,AlexandraCadantu,1,1,2,0,74,27,26,11,,0,38,15,6,9,14,21,83,72,28,28,9,,5,21,17,3,8,5,9,64
385,FRE,F,MarinaErakovic,ElenaBaltacha,1,1,2,0,66,23,34,8,6,2,29,10,5,6,5,9,56,69,11,31,6,1,1,7,13,1,5,2,6,30
386,FRE,F,DominikaCibulkova,LesiaTsurenko,1,1,2,0,60,24,40,11,1,2,14,20,6,10,4,6,67,55,12,45,7,1,3,16,35,3,7,0,2,46
387,FRE,F,KimikoDate-Krumm,SamanthaStosur,1,0,0,2,79,15,21,3,0,1,8,20,0,1,4,7,33,59,19,41,12,1,0,21,18,5,8,7,10,60
388,FRE,F,KristinaMladenovic,LaurenDavis,1,1,2,0,58,27,42,13,3,1,31,21,6,15,14,17,77,72,22,28,5,0,0,18,16,2,9,4,7,49
389,FRE,F,KarolinaPliskova,GarbineMuguruza,1,0,1,2,60,41,40,20,9,4,27,22,2,4,5,7,88,69,49,31,13,7,7,46,25,3,7,11,17,99
390,FRE,F,JelenaJankovic,DanielaHantuchova,1,1,2,0,78,40,22,7,4,1,27,21,3,11,10,15,90,68,38,32,17,1,2,26,32,2,6,14,23,80
391,FRE,F,JamieHampton,LucieSafarova,1,1,2,1,60,50,40,24,7,5,38,50,6,11,5,14,125,67,53,33,19,4,1,35,43,6,16,11,17,130
392,FRE,F,AnnaKarolinaSchmiedlova,YaninaWickmayer,1,1,2,1,62,40,38,16,6,4,17,42,4,12,3,4,102,59,39,41,22,1,8,34,66,4,10,9,12,102
393,FRE,F,ShuaiPeng,CamilaGiorgi,1,1,2,0,54,28,46,14,2,3,13,15,4,8,5,5,68,53,24,47,8,1,11,23,30,1,4,3,8,57
394,FRE,F,PetraKvitova,AravaneRezai,1,1,2,1,69,35,31,13,5,6,29,32,9,16,4,11,94,56,27,44,12,1,7,33,32,6,13,11,15,87
395,FRE,F,ElenaVesnina,VictoriaAzarenka,1,0,0,2,74,21,26,6,2,1,20,16,1,5,9,11,47,70,31,30,6,4,1,21,13,4,8,8,10,63
396,FRE,F,SandraZahlavova,AnnikaBeck,1,0,0,2,69,18,31,7,2,1,13,24,0,3,5,11,40,83,28,17,5,1,1,19,13,5,11,5,7,62
397,FRE,F,Irina-CameliaBegu,SilviaSoler-Espinosa,1,0,0,2,74,26,26,6,,3,19,28,1,3,6,9,53,56,23,44,15,,2,17,15,4,11,4,6,71
398,FRE,F,AlizeCornet,MariaJoaoKoehler,1,1,2,0,70,28,30,11,,3,16,19,6,9,7,9,72,60,19,40,8,,9,20,45,3,8,4,8,58
399,FRE,F,FlaviaPennetta,KirstenFlipkens,1,0,1,2,41,21,59,17,1,7,20,26,4,12,14,28,81,45,31,55,23,5,9,34,28,6,8,21,28,92
400,FRE,F,MelindaCzink,FrancescaSchiavone,1,0,0,2,57,23,43,12,1,4,18,26,2,6,11,19,51,57,26,43,14,4,5,29,20,5,10,5,8,79
401,FRE,F,KristynaPliskova,MarianaDuque-Marino,1,0,0,2,60,18,40,9,0,3,6,27,0,4,3,11,38,65,23,35,9,3,1,27,16,5,12,12,14,65
402,FRE,F,MarionBartoli,OlgaGovortsova,1,1,2,1,62,54,38,25,4,12,40,45,7,14,12,19,129,62,42,38,16,1,9,57,42,7,16,9,13,131
403,FRE,F,NinaBratchikova,MariaKirilenko,1,0,0,2,69,15,31,4,0,1,6,24,0,2,5,8,33,51,19,49,12,2,4,24,14,5,11,3,5,60
404,FRE,F,AshleighBarty,LucieHradecka,1,1,2,1,53,32,47,23,4,2,26,29,7,18,11,11,103,57,31,43,18,5,7,38,45,6,10,11,21,97
405,FRE,F,StefanieVoegele,HeatherWatson,1,1,2,1,64,41,36,16,4,4,21,24,3,14,9,12,96,67,44,33,17,4,2,38,24,3,8,9,18,91
406,FRE,F,KlaraZakopalova,KaiaKanepi,1,0,0,2,58,22,42,11,1,2,13,46,3,7,3,8,59,70,32,30,8,2,3,17,33,5,6,0,2,80
407,FRE,F,CocoVandeweghe,YaroslavaShvedova,1,0,1,2,53,24,47,12,4,6,16,37,3,7,7,14,61,64,30,36,14,0,5,23,22,7,12,10,11,84
408,FRE,F,TatjanaMaria,PaulaOrmaechea,1,0,1,2,60,30,40,18,5,2,17,32,2,3,12,19,73,49,25,51,21,3,4,35,30,6,15,13,19,89
409,FRE,F,BethanieMattek-Sands,LourdesDominguezLino,1,1,2,0,54,24,46,14,0,2,32,25,5,14,17,24,71,47,12,53,14,1,2,8,14,2,6,4,11,51
410,FRE,F,NaLi,A.MedinaGarrigues,1,1,2,0,71,31,29,7,,3,26,37,6,10,13,16,69,57,18,43,7,,0,12,21,4,12,1,1,57
411,FRE,F,ArantxaRus,SaraErrani,1,0,0,2,52,11,48,2,,7,7,26,2,3,3,6,26,85,18,15,3,,0,14,15,7,9,3,7,52
412,FRE,F,AyumiMorita,YuliaPutintseva,1,0,0,2,65,17,35,9,0,1,16,31,1,6,4,8,45,58,22,42,16,3,2,16,13,4,7,0,1,61
413,FRE,F,Maria-TeresaTorro-Flor,JuliaGlushko,1,1,2,0,77,32,23,7,0,0,24,17,6,9,3,3,72,78,22,22,5,2,1,15,23,3,3,3,9,50
414,FRE,F,SabineLisicki,SofiaArvidsson,1,1,2,0,52,27,48,15,4,3,37,30,3,6,13,19,73,70,29,30,10,1,0,7,14,1,6,4,4,60
415,FRE,F,SimonaHalep,CarlaSuarezNavarro,1,0,1,2,74,34,26,9,1,5,25,26,4,10,4,6,79,63,31,37,17,0,2,41,22,7,13,19,20,92
416,FRE,F,IrenaPavlovic,ShelbyRogers,1,0,0,2,59,24,41,11,4,3,13,26,0,0,1,2,47,58,26,42,15,5,1,21,18,2,6,9,10,60
417,FRE,F,MadisonKeys,MisakiDoi,1,1,2,0,66,29,34,8,5,1,25,19,4,5,6,8,59,62,16,38,9,0,2,10,11,1,4,7,12,46
418,FRE,F,NadiaPetrova,MonicaPuig,1,0,1,2,58,37,42,16,12,3,29,50,5,8,5,9,99,52,40,48,21,4,6,21,36,6,9,3,5,103
419,FRE,F,PetraMartic,AnaIvanovic,1,0,1,2,62,30,38,17,1,6,23,39,2,9,24,27,81,54,37,46,24,3,3,27,36,4,10,6,14,100
420,FRE,F,ChanelleScheepers,MathildeJohansson,1,0,0,2,54,16,46,13,,5,9,23,3,5,1,4,56,68,29,32,9,,7,26,36,6,15,6,9,72
421,FRE,F,VirginieRazzano,ClaireFeuerstein,1,1,2,0,75,46,25,9,3,4,16,18,3,9,7,12,89,55,29,45,19,1,2,29,37,2,9,5,10,84
422,FRE,F,JuliaGoerges,ZuzanaKucova,1,0,0,2,54,22,46,14,10,4,39,56,2,9,6,15,73,76,41,24,13,0,2,13,18,5,9,5,6,90
423,FRE,F,UrszulaRadwanska,VenusWilliams,1,1,2,1,68,48,32,16,,4,28,40,11,17,13,23,131,65,38,35,13,,6,58,66,10,15,30,47,121
424,FRE,F,DinahPfizenmaier,MandyMinella,1,1,2,0,67,28,33,5,2,4,30,30,7,13,3,3,69,57,17,43,8,1,5,7,24,3,6,1,5,47
425,FRE,F,MalloryBurdette,DonnaVekic,1,1,2,0,68,27,32,11,1,1,27,17,5,7,7,10,62,63,21,37,7,1,3,12,13,3,7,2,4,56
426,FRE,F,AgnieszkaRadwanska,ShaharPeer,1,1,2,0,67,17,33,9,1,0,13,8,6,14,9,11,58,56,15,44,7,1,4,17,24,1,2,2,10,32
427,FRE,F,MonaBarthel,AngeliqueKerber,1,0,0,2,57,30,43,16,1,0,37,35,1,4,13,20,77,54,31,46,20,2,1,19,14,3,12,5,7,81
428,FRE,F,JanaCepelova,ChristinaMcHale,1,1,2,1,78,52,22,9,0,3,25,32,4,12,5,6,104,70,52,30,10,2,3,31,39,5,9,7,13,106
429,FRE,F,RominaOprandi,ElinaSvitolina,1,0,1,2,67,35,33,7,2,3,26,32,5,11,8,17,81,61,30,39,19,2,2,40,24,8,16,16,28,99
430,FRE,F,VarvaraLepchenko,MirjanaLucic-Baroni,1,1,2,0,65,23,35,8,5,3,12,15,6,10,4,4,63,56,15,44,8,3,2,12,44,1,6,0,0,38
431,FRE,F,SvetlanaKuznetsova,EkaterinaMakarova,1,1,2,0,54,15,46,15,3,2,31,18,6,10,5,11,73,70,25,30,11,1,1,20,20,3,6,6,11,56
432,FRE,F,PaulineParmentier,MagdalenaRybarikova,1,0,0,2,54,12,46,6,0,6,5,22,1,1,3,8,30,73,19,27,6,2,0,14,13,6,12,8,9,59
433,FRE,F,BarboraZahlavovaStrycova,BojanaJovanovski,1,0,0,2,71,23,29,6,3,2,13,16,0,0,3,7,39,80,31,20,5,1,0,28,20,3,7,7,7,59
434,FRE,F,CarolineWozniacki,LauraRobson,1,1,2,0,76,27,24,8,3,1,11,10,5,7,1,1,66,56,18,44,5,4,6,25,39,2,5,1,6,43
435,FRE,F,StephanieForetzGacon,RobertaVinci,1,0,0,2,66,16,34,5,5,2,20,29,0,0,7,21,32,60,20,40,12,0,2,10,10,4,5,6,6,58
436,FRE,F,GalinaVoskoboeva,GraceMin,1,1,2,1,55,30,45,18,3,3,38,30,8,14,16,26,97,69,34,31,17,1,1,31,19,7,10,10,15,92
437,FRE,F,PetraCetkovska,OlgaPuchkova,1,1,2,0,69,25,31,8,,4,17,17,6,7,4,5,61,62,11,38,3,,4,4,25,1,7,0,0,32
438,FRE,F,AnastasiaPavlyuchenkova,AndreaHlavackova,1,1,2,1,54,31,46,22,3,4,36,45,7,16,13,21,108,72,46,28,11,2,5,32,38,7,12,9,14,104
439,FRE,F,KikiBertens,SoranaCirstea,1,0,1,2,63,42,37,12,3,10,31,54,5,10,9,19,96,65,40,35,21,3,3,22,37,7,13,12,19,108
440,FRE,F,MonicaNiculescu,JohannaLarsson,1,0,0,2,82,15,18,4,,1,18,21,2,2,5,8,39,64,22,36,8,,1,25,11,6,6,12,14,61
441,FRE,F,YuliyaBeygelzimer,CarolineGarcia,1,0,0,2,59,24,41,13,0,1,17,22,0,1,10,12,50,60,29,40,13,4,2,19,21,2,4,3,6,64
442,FRE,F,SerenaWilliams,AnnaTatishvili,1,1,2,0,73,21,27,7,8,1,27,14,5,11,1,1,56,58,11,42,6,0,3,4,22,0,0,0,0,22
443,FRE,F,EugenieBouchard,MariaSharapova,2,0,0,2,57,17,43,10,0,2,8,18,1,4,1,1,43,52,19,48,11,1,4,23,23,4,6,8,9,56
444,FRE,F,MelanieOudin,JieZheng,2,0,0,2,65,12,35,7,1,2,18,31,3,8,7,9,46,73,26,27,7,0,0,20,14,7,9,3,5,65
445,FRE,F,VaniaKing,SloaneStephens,2,0,0,2,82,17,18,6,0,,7,11,1,3,5,10,36,75,26,25,5,1,,29,17,5,8,7,11,57
446,FRE,F,DominikaCibulkova,MarinaErakovic,2,0,1,2,56,31,44,16,2,3,17,31,5,8,8,11,88,48,25,52,21,2,5,38,38,6,11,6,11,90
447,FRE,F,KristinaMladenovic,SamanthaStosur,2,0,0,2,55,27,45,16,6,4,25,22,0,1,7,15,64,75,40,25,6,0,4,26,22,2,10,14,17,74
448,FRE,F,JelenaJankovic,GarbineMuguruza,2,1,2,0,60,16,40,11,3,1,10,12,6,12,2,6,58,54,13,46,8,0,7,12,29,1,2,9,15,34
449,FRE,F,AnnaKarolinaSchmiedlova,JamieHampton,2,0,0,2,70,28,30,7,0,2,10,14,2,2,5,7,52,57,22,43,15,1,1,30,25,5,13,10,13,69
450,FRE,F,PetraKvitova,ShuaiPeng,2,1,2,0,53,20,47,13,4,4,30,26,6,11,9,11,66,73,22,27,5,0,3,9,18,3,5,4,4,49
451,FRE,F,AnnikaBeck,VictoriaAzarenka,2,0,0,2,66,22,34,7,1,3,16,23,3,9,2,3,54,63,24,37,7,1,6,26,26,6,11,14,18,67
452,FRE,F,AlizeCornet,SilviaSoler-Espinosa,2,1,2,0,74,24,26,10,2,1,22,18,5,10,9,11,62,53,13,47,10,0,2,10,30,1,7,7,10,42
453,FRE,F,FrancescaSchiavone,KirstenFlipkens,2,1,2,1,62,34,38,20,1,7,39,39,9,18,28,47,110,53,33,47,13,1,5,33,40,6,17,27,41,98
454,FRE,F,MarionBartoli,MarianaDuque-Marino,2,1,2,0,62,34,38,14,0,5,15,24,5,11,16,28,89,57,32,43,14,2,5,42,44,4,14,13,25,82
455,FRE,F,AshleighBarty,MariaKirilenko,2,0,0,1,61,6,39,4,0,,9,5,1,1,2,2,16,75,9,25,1,1,,7,4,1,1,5,6,18
456,FRE,F,KaiaKanepi,StefanieVoegele,2,1,1,0,71,20,29,5,4,2,16,15,1,3,0,4,41,58,13,42,9,0,1,15,9,1,6,4,6,39
457,FRE,F,PaulaOrmaechea,YaroslavaShvedova,2,1,2,0,64,27,36,14,1,3,17,26,6,9,3,8,81,74,26,26,7,0,3,18,38,5,8,9,11,72
458,FRE,F,NaLi,BethanieMattek-Sands,2,0,1,2,63,34,37,17,3,5,20,34,5,9,2,9,88,54,35,46,18,3,3,32,37,7,14,5,5,97
459,FRE,F,YuliaPutintseva,SaraErrani,2,0,0,2,64,11,36,5,,2,14,26,1,5,4,11,31,87,28,13,3,,0,22,7,6,10,9,11,59
460,FRE,F,SabineLisicki,Maria-TeresaTorro-Flor,2,1,2,0,68,26,32,8,2,3,32,33,6,12,8,11,62,74,17,26,5,0,1,6,17,2,8,1,4,45
461,FRE,F,ShelbyRogers,CarlaSuarezNavarro,2,0,1,2,67,38,33,14,2,1,37,38,5,10,11,14,91,63,41,37,14,1,2,32,31,5,8,10,14,98
462,FRE,F,MonicaPuig,MadisonKeys,2,1,2,0,52,26,48,21,1,2,15,21,3,7,1,3,79,61,31,39,11,4,4,17,38,2,6,1,3,68
463,FRE,F,MathildeJohansson,AnaIvanovic,2,0,0,2,73,17,27,4,,3,11,18,1,1,1,3,33,55,20,45,10,,1,18,10,5,8,2,2,58
464,FRE,F,ZuzanaKucova,VirginieRazzano,2,0,1,2,72,36,28,10,1,5,22,42,3,10,5,8,87,72,42,28,14,0,3,35,41,7,17,15,19,105
465,FRE,F,DinahPfizenmaier,UrszulaRadwanska,2,1,2,0,60,24,40,15,1,1,33,32,5,12,16,24,70,67,20,33,9,0,1,6,15,2,10,5,6,55
466,FRE,F,AgnieszkaRadwanska,MalloryBurdette,2,1,2,0,65,23,35,11,2,1,14,5,5,8,5,7,61,73,17,27,5,1,0,23,28,2,5,9,19,40
467,FRE,F,JanaCepelova,AngeliqueKerber,2,0,0,2,70,12,30,3,1,2,13,28,2,8,4,7,38,62,24,38,11,1,1,13,18,6,7,5,5,63
468,FRE,F,VarvaraLepchenko,ElinaSvitolina,2,1,2,0,61,23,39,12,1,5,32,31,5,11,13,16,71,65,22,35,10,0,2,11,23,3,3,2,5,56
469,FRE,F,MagdalenaRybarikova,SvetlanaKuznetsova,2,0,1,2,66,32,34,11,4,3,22,32,3,6,8,17,72,79,36,21,7,1,1,30,30,5,8,9,13,79
470,FRE,F,CarolineWozniacki,BojanaJovanovski,2,0,0,2,70,29,30,10,1,3,13,18,2,3,5,7,62,68,34,32,8,3,1,33,32,3,7,2,5,72
471,FRE,F,GalinaVoskoboeva,RobertaVinci,2,0,1,2,60,36,40,11,4,4,40,37,2,3,20,35,76,56,35,44,18,1,1,19,15,4,5,20,26,86
472,FRE,F,AnastasiaPavlyuchenkova,PetraCetkovska,2,0,1,2,50,33,50,22,5,5,37,40,6,10,11,20,97,54,29,46,20,5,2,29,19,6,14,9,15,96
473,FRE,F,JohannaLarsson,SoranaCirstea,2,0,0,2,63,12,37,9,1,2,7,19,1,8,3,3,45,54,27,46,14,1,1,20,22,4,5,3,5,60
474,FRE,F,SerenaWilliams,CarolineGarcia,2,1,2,0,69,23,31,9,6,1,27,9,4,10,3,5,60,53,16,47,9,2,3,14,14,0,0,3,5,32
475,FRE,F,JieZheng,MariaSharapova,3,0,0,2,81,23,19,3,0,1,8,24,4,11,4,4,58,57,22,43,13,3,8,25,34,8,8,4,7,76
476,FRE,F,MarinaErakovic,SloaneStephens,3,0,1,2,64,37,36,15,4,6,31,44,3,9,11,14,93,78,58,22,11,2,2,30,33,5,6,9,12,102
477,FRE,F,JelenaJankovic,SamanthaStosur,3,1,2,1,73,39,27,13,4,5,16,24,5,12,12,20,90,70,35,30,16,2,2,28,39,4,7,20,25,87
478,FRE,F,PetraKvitova,JamieHampton,3,0,0,2,63,24,37,10,2,3,21,33,3,4,10,17,57,51,24,49,12,4,5,13,18,5,11,3,5,73
479,FRE,F,AlizeCornet,VictoriaAzarenka,3,0,1,2,65,28,35,10,3,3,28,32,6,16,7,10,84,69,40,31,11,0,10,41,31,9,20,23,32,99
